ENTRY (NUMBER),First author (name),publication (year),Scientific (Journal),DOI (number),matrix (used),Sample name (tag),PFAS (abreviation),PFAS (Subfamily),Empirical (Formula),MW ([g/mol]),pKa1 ([-]),pKa2 ([-]),f(+) ([-]),f(+-) ([-]),f(- + -) ([-]),f(-) ([-]),f(- -) ([-]),f (0) ([-]),sum ([-]),charge [+] / mol ([C/mol]),charge [-] / mol ([C/mol]),Effective MW ([g/mol]),Faraday (C/mol),net charge density ([C/g]),C number ([n]),F number ([n]),C/F ([-]),%F ([%]),CF2 ([n]),log (S),log (Kow),pH (measured),pH (method),Fe ((g/kg)),Fe ((mmol/kg)),Fe (%),Al ((g/kg)),Al ((mmol/kg)),Al (%),Fe/Al (method),CEC (cmol+/kg),CEC (method),Sand (% mineral),Silt (% mineral),Clay (% mineral),Texture (method),Sum (% mineral),Corg (%),foc,Batch information (Contact solution),SL min (g/L),SL max (g/L),Cin min (ppb),Cin max (ppb),Kd (L/Kg),Koc (L/Kg OC),log Koc ([-]),log Kd ([-]),Comments on the derivation of Kd (from literature studies),KFr (reported),KFr (reported units),1/n ([-]),Harmonized KFr ((ug/kg)/(ug/L)^(1/n)),Cw (ug/L),Cs (ug/kg),Kd (L/kg),,
1039,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,12,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999974881141995,0,2.5118858005523878E-7,1,0,-0.99999974881141995,498.93740025118859,96485,-193.38092457188972,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.7,1:5 Water,3.45,61.778135911899007,0.34500000000000003,2.15,79.688658265381761,0.215,OA,12.76,NH4Cl (pH 7 or 8),54,19,28,Pipette,101,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,4.0999999999999996,315.3846153846153,2.4988405044128985,0.61278385671973545,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1040,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,13,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999992056723962,0,7.9432760376743655E-7,1,0,-0.9999992056723962,498.93740079432757,96485,-193.38081932862406,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.2,1:5 Water,2.71,48.527173426448208,0.27100000000000002,1.63,60.415122312824316,0.16299999999999998,OA,5.24,NH4Cl (pH 7 or 8),55,13,32,Pipette,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.8,237.49999999999997,2.3756636139608855,0.57978359661681012,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1041,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,14,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999987410747471,0,1.2589252533048661E-7,1,0,-0.99999987410747471,498.93740012589251,96485,-193.38094885032569,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7,1:5 Water,3.22,57.659593517772407,0.32200000000000001,1.79,66.345441067457372,0.17899999999999999,OA,17.75,NH4Cl (pH 7 or 8),36,8,56,Pipette,100,1.2,1.2E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.77,314.16666666666669,2.4971601041581679,0.57634135020579291,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1042,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,15,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999992056718279,0,7.9432817162854954E-8,1,0,-0.99999992056718279,498.93740007943279,96485,-193.38095785275635,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.2,1:5 Water,2.4300000000000002,43.513295729250608,0.24300000000000002,2.08,77.094143810229795,0.20800000000000002,OA,10.81,NH4Cl (pH 7 or 8),67,4,29,Pipette,100,1.5,1.4999999999999999E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,12.07,804.66666666666674,2.9056160110416682,1.0817072700973491,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1043,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,16,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999990000001004,0,9.9999990000001005E-8,1,0,-0.99999990000001004,498.93740009999999,96485,-193.38095386748492,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.1,1:5 Water,1.82,32.590205031784407,0.182,1.61,59.673832468495178,0.161,OA,14.74,NH4Cl (pH 7 or 8),60,9,31,Pipette,100,1,0.01,"0,5 mM CaCl2",20,-,5 or 7.5,-,7.49,749,2.8744818176994666,0.87448181769946653,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1044,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,17,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998741090436938,0,1.258909563061765E-5,1,0,-0.99998741090436938,498.93741258909557,96485,-193.37853387348241,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5,1:5 Water,3.66,65.538544184797203,0.36599999999999999,2.37,87.842846553002218,0.23700000000000002,OA,5.42,NH4Cl (pH 7 or 8),38,16,46,Pipette,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,5.44,340,2.5314789170422549,0.73559889969817993,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1045,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,18,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998741090436938,0,1.258909563061765E-5,1,0,-0.99998741090436938,498.93741258909557,96485,-193.37853387348241,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5,1:5 Water,4.32,77.356970185334404,0.43200000000000005,19.399999999999999,719.05114899925866,1.94,OA,17.3,NH4Cl (pH 7 or 8),49,38,13,Pipette,100,4.8,4.8000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,31.6,658.33333333333337,2.8184458452428167,1.4996870826184039,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1046,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,19,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999800474166611,0,1.9952583339051124E-6,1,0,-0.99999800474166611,498.93740199525831,96485,-193.38058662600847,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.8,1:5 Water,1.58,28.292595577043603,0.158,0.65500000000000003,24.277242401779095,6.5500000000000003E-2,OA,4.34,NH4Cl (pH 7 or 8),74,5,21,Pipette,100,0.8,8.0000000000000002E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,7.01,876.25,2.9426280309747153,0.84571801796665869,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1047,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,20,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999601894414336,0,3.981055856666137E-6,1,0,-0.99999601894414336,498.93740398105581,96485,-193.38020184088887,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.5,1:5 Water,2.91,52.10851463873221,0.29100000000000004,2.72,100.81541882876205,0.27200000000000002,OA,16.3,NH4Cl (pH 7 or 8),21,21,58,Pipette,100,1,0.01,"0,5 mM CaCl2",20,-,5 or 7.5,-,19.96,1996,3.3001605369513523,1.3001605369513523,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1048,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,21,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999974881198781,0,2.5118801219519806E-6,1,0,-0.9999974881198781,498.93740251188012,96485,-193.38048652094997,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.7,1:5 Water,2.2599999999999998,40.469155698809203,0.22599999999999998,5.72,212.00889547813193,0.57199999999999995,OA,9.98,NH4Cl (pH 7 or 8),70,8,22,Pipette,100,3.5,3.5000000000000003E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,7.36,210.28571428571428,2.3228097699872232,0.86687781433749889,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1049,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,22,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999987410747471,0,1.2589252533048661E-7,1,0,-0.99999987410747471,498.93740012589251,96485,-193.38094885032569,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7,1:5 Water,3.78,67.687348912167607,0.378,2.46,91.178650852483315,0.246,OA,19.12,NH4Cl (pH 7 or 8),35,13,52,Pipette,100,1.1000000000000001,1.1000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,5.18,470.90909090909082,2.6729370745870078,0.71432975974523305,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1050,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,23,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999960189298798,0,3.9810701206424001E-7,1,0,-0.99999960189298798,498.937400398107,96485,-193.38089610371694,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.5,1:5 Water,2.0299999999999998,36.350613304682604,0.20299999999999999,1.53,56.708673091178653,0.153,OA,7.1,NH4Cl (pH 7 or 8),60,16,24,Pipette,100,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.69,206.92307692307691,2.3158089276955711,0.42975228000240795,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1051,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,26,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999960189298798,0,3.9810701206424001E-7,1,0,-0.99999960189298798,498.937400398107,96485,-193.38089610371694,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.5,1:5 Water,3.27,58.554928820843408,0.32700000000000001,1.42,52.631578947368418,0.14199999999999999,OA,12.67,NH4Cl (pH 7 or 8),49,8,43,Pipette,100,1.3,1.3000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,1.3,100,2,0.11394335230683679,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1052,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,27,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998741090436938,0,1.258909563061765E-5,1,0,-0.99998741090436938,498.93741258909557,96485,-193.37853387348241,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5,1:5 Water,10.4,186.22974303876802,1.04,4.1500000000000004,153.81764269829503,0.41500000000000004,OA,6.82,NH4Cl (pH 7 or 8),24,29,47,Pipette,100,2,0.02,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.36,168,2.2253092817258628,0.52633927738984398,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1053,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,28,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999984151070587,0,1.584892941272506E-7,1,0,-0.99999984151070587,498.93740015848931,96485,-193.38094253409676,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.9,1:5 Water,4.2,75.208165457964014,0.42000000000000004,1.48,54.855448480355818,0.14799999999999999,OA,20.41,NH4Cl (pH 7 or 8),42,6,52,Pipette,100,1.8,1.8000000000000002E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,7.47,414.99999999999994,2.6180480967120925,0.87332060181539872,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1054,Xiao-Ting Chen,2020,Ecotoxicology & Environmental Safety, 10.1016/j.ecoenv.2020.111105,soil,paddy soil,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999952137013681,0,4.7862986323598187E-7,1,0,-0.99999952137013681,498.93740047862985,96485,-193.38088050092014,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.42,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,9.9537166666666668,KNN input,61.5,28.1,8.6,not reported,98.199999999999989,1.38,1.38E-2,"0,01 M KCl + 0,3 % NaN3",50,-,10,1000,55.707171041158894,4036.7515247216588,3.6060320179851582,1.7459111043863946,Calculated in this study at Cw = 10% S,70.400000000000006,(ug/g)/(ug/L)^N,0.9,70.400000000000006,10.39,578.79750711764098,55.707171041158894,,
1055,Jin Qian,2017,Chemosphere, 10.1016/j.chemosphere.2016.11.114,soil,S1,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999902276373409,0,9.7723626596415504E-7,1,0,-0.99999902276373409,498.93740097723622,96485,-193.38078388667631,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.11,not reported,38.82,695.13832930432443,3.8820000000000001,not reported,not reported,not reported,DCB,11.357100000000001,KNN input,38.426100000000012,36.2271,25.5412,KNN input,100.19440000000002,0.2455,2.4550000000000002E-3,Millipore Water,40,-,1000,20000,14.111334630934246,5747.9978130078389,3.7595165942223119,1.1495680906812993,Calculated in this study at Cw = 10% S,23.13,(mg/kg)/(mg/L)^N,0.78890000000000005,23.13,10.39,146.61676681540683,14.111334630934246,,
1056,Cai,2022,Science of the Total Environment, 10.1016/j.scitotenv.2022.152975,soil,Clarke Hill,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99998004777494953,0,1.9952225050461341E-5,1,0,-0.99998004777494953,548.93421995222502,96485,-175.76436557000062,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,4.8,1:5 CaCl2,8.3000000000000007,148.62566030978601,0.83000000000000007,7.85,290.95626389918459,0.78499999999999992,???,15.34083666666667,KNN input,32,40,28,not reported,100,4.9000000000000004,4.9000000000000002E-2,500 mM CaCl2,20,-,10,-,46.55,949.99999999999989,2.9777236052888476,1.6679196853173615,Reported Kd at 0.5 mM Ca condition (from Table S5),,,,,,,,,
1057,Cai,2022,Science of the Total Environment, 10.1016/j.scitotenv.2022.152975,soil,Minatoro,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999841510931942,0,1.5848906805786579E-6,1,0,-0.99999841510931942,548.93420158489062,96485,-175.76759983846929,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,5.9,1:5 CaCl2,1.4,25.069388485988004,0.13999999999999999,0.92,34.099332839140104,9.1999999999999998E-2,???,15.34083666666667,KNN input,37,22,41,not reported,100,2.6,2.6000000000000002E-2,500 mM CaCl2,20,-,10,-,16.21,623.46153846153845,2.7948096668776969,1.2097830148485149,Reported Kd at 0.5 mM Ca condition (from Table S5),,,,,,,,,
1058,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S1,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.9999999601892845,0,3.9810715470456442E-8,1,0,-0.9999999601892845,548.93420003981066,96485,-175.7678719086289,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.5,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41.4,not reported,16.899999999999999,17.5,65.599999999999994,not reported,100,0.7,6.9999999999999993E-3,10 mM CaCl2,100,-,5,-,15.54,2220,3.3463529744506388,1.1914510144648955,Reported Kd originated from a single spiked concentration,,,,,,,,,
1059,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S2,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999980047380832,0,1.9952619168617852E-7,1,0,-0.99999980047380832,548.93420019952623,96485,-175.76784378463776,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,6.8,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,7.1,not reported,48.9,27,24.2,not reported,100.10000000000001,0.37,3.7000000000000002E-3,10 mM CaCl2,100,-,5,-,25.22,6816.2162162162158,3.833543358170068,1.4017450822370627,Reported Kd originated from a single spiked concentration,,,,,,,,,
1060,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S3,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.9999992056723962,0,7.9432760376743655E-7,1,0,-0.9999992056723962,548.93420079432769,96485,-175.76773904720085,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,6.2,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,8,not reported,51.44,10.17,38.380000000000003,not reported,99.990000000000009,0.08,8.0000000000000004E-4,10 mM CaCl2,100,-,5,-,12.2,15249.999999999998,4.1832698436828046,1.0863598306747482,Reported Kd originated from a single spiked concentration,,,,,,,,,
1061,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S4,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999997488113634,0,2.5118863684138424E-8,1,0,-0.99999997488113634,548.93420002511891,96485,-175.7678744956888,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.7,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,4.8,not reported,46,37,17,not reported,100,0.25,2.5000000000000001E-3,10 mM CaCl2,100,-,5,-,5.88,2352,3.371437317404101,0.76937732607613851,Reported Kd originated from a single spiked concentration,,,,,,,,,
1062,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S5,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999994988127916,0,5.0118720850840682E-8,1,0,-0.99999994988127916,548.93420005011876,96485,-175.76787009351204,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.4,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,29.6,not reported,39.799999999999997,7.7,52.5,not reported,100,2.23,2.23E-2,10 mM CaCl2,100,-,5,-,13.73,615.69506726457405,2.7893656741885944,1.137670537236755,Reported Kd originated from a single spiked concentration,,,,,,,,,
1063,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S6,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999997488113634,0,2.5118863684138424E-8,1,0,-0.99999997488113634,548.93420002511891,96485,-175.7678744956888,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.7,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,21.63,not reported,70,11,19,not reported,100,4.9000000000000004,4.9000000000000002E-2,10 mM CaCl2,100,-,5,-,119.76,2444.0816326530612,3.3881157073064823,2.0783117873349961,Reported Kd originated from a single spiked concentration,,,,,,,,,
1064,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S7,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999997488113634,0,2.5118863684138424E-8,1,0,-0.99999997488113634,548.93420002511891,96485,-175.7678744956888,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.7,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,7.8,not reported,48.9,32.6,18.5,not reported,100,0.13,1.2999999999999999E-3,10 mM CaCl2,100,-,5,-,9.4600000000000009,7276.923076923078,3.8619477840949559,0.97589113640179281,Reported Kd originated from a single spiked concentration,,,,,,,,,
1065,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S8,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.9999999601892845,0,3.9810715470456442E-8,1,0,-0.9999999601892845,548.93420003981066,96485,-175.7678719086289,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.5,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,2.2799999999999998,not reported,93,1,5,not reported,99,0.4,4.0000000000000001E-3,10 mM CaCl2,100,-,5,-,6.26,1565,3.1945143418824671,0.7965743332104297,Reported Kd originated from a single spiked concentration,,,,,,,,,
1066,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S9,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999990000001004,0,9.9999990000001005E-8,1,0,-0.99999990000001004,548.93420010000011,96485,-175.76786131001523,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,7.1,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,17.420000000000002,not reported,48.86,16.05,35.090000000000003,not reported,100,1.19,1.1899999999999999E-2,10 mM CaCl2,100,-,5,-,21.39,1797.4789915966389,3.2546638231789973,1.3302107845715281,Reported Kd originated from a single spiked concentration,,,,,,,,,
1067,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S10,PFNS,PFSA,C9HF19O3S,549.93420000000003,0.1,-,0,0,0,0.99999949881301753,0,5.0118698243875318E-7,1,0,-0.99999949881301753,548.93420050118698,96485,-175.76779066576918,9,19,0.29916897506925205,65.644217071787864,9,1.1238516409670858,5.6,6.4,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,16.54,not reported,29.38,13.9,56.71,not reported,99.990000000000009,0.17,1.7000000000000001E-3,10 mM CaCl2,100,-,5,-,9.57,5629.411764705882,3.7504630163985695,0.9809119377768436,Reported Kd originated from a single spiked concentration,,,,,,,,,
1068,Higgins and Luthy,2007,Environmental Science and Technology,10.1021/es061000n,sediment,1,PFDS,PFSA,C10HF21O3S,599.93099999999993,0.1,-,0,0,0,0.99999987410747471,0,1.2589252533048661E-7,1,0,-0.99999987410747471,598.93100012589241,96485,-161.09533123678526,10,21,0.3007518796992481,66.507648379563662,10,0.22530928172586284,6.4,7,Non reported,18.6539,334.0299041991226,1.8653900000000001,1.1061800000000002,41,0.11061800000000002,DCB,38.6,Non reported,11,36,53,Non reported,100,2.48,2.4799999999999999E-2,"0,5 mM CaCl2",100,-,0.59993099999999988,119.98619999999998,177.07,7139.9193548387093,3.8536933064615617,2.2481449872877777,Reported Kd was interpolated in the examined study at Cw = 5 pM,,,,,,,,,
1069,Higgins and Luthy,2007,Environmental Science and Technology,10.1021/es061000n,sediment,2,PFDS,PFSA,C10HF21O3S,599.93099999999993,0.1,-,0,0,0,0.9999999601892845,0,3.9810715470456442E-8,1,0,-0.9999999601892845,598.93100003981067,96485,-161.09534512731818,10,21,0.3007518796992481,66.507648379563662,10,0.22530928172586284,6.4,7.5,Non reported,6.4780199999999999,116,0.64780199999999999,0.18886,7,1.8886E-2,DCB,30,Non reported,49,25,26,Non reported,100,1.02,1.0200000000000001E-2,"0,5 mM CaCl2",100,-,0.59993099999999988,119.98619999999998,13.31,1304.9019607843136,3.1155778837127577,1.1241780554746752,Reported Kd was interpolated in the examined study at Cw = 5 pM,,,,,,,,,
1070,Higgins and Luthy,2007,Environmental Science and Technology,10.1021/es061000n,sediment,3,PFDS,PFSA,C10HF21O3S,599.93099999999993,0.1,-,0,0,0,0.99999996837722438,0,3.1622775601683729E-8,1,0,-0.99999996837722438,598.93100003162272,96485,-161.09534644855955,10,21,0.3007518796992481,66.507648379563662,10,0.22530928172586284,6.4,7.6,Non reported,6.7578500000000004,121.01083355716717,0.67578500000000008,0.37772,14,3.7772E-2,DCB,32.1,Non reported,31,38,31,Non reported,100,4.34,4.3400000000000001E-2,"0,5 mM CaCl2",100,-,0.59993099999999988,119.98619999999998,101.59,2340.7834101382487,3.3693612308117613,2.0068509603242721,Reported Kd was interpolated in the examined study at Cw = 5 pM,,,,,,,,,
